claim_id,claim_family_id,claim_level,claim_type,dataset,cohort,feature_space,feature_family,pipeline,atlas,target,covariates,n_samples,n_features,roi,hemisphere,roi_group,anatomical_group,network,network_7_like,lobe,direction,evidence_metric,evidence_value,coefficient,t_value,p_value,q_value,claim_text,short_claim_text,criteria_passed,status,n_evaluation_pairs,best_overall_label,worst_overall_label,any_stable_and_transferable,any_fragile,max_evidence_spearman,median_evidence_spearman,min_support_jaccard,median_support_jaccard,best_transfer_label,max_auc_oriented,max_abs_transfer_corr,related_experiment_ids,high_concordance_fragile_support,stability_label,transfer_label,overall_label,evidence_spearman,support_jaccard,direction_retention_source_support,transfer_auc_oriented,transfer_spearman_corr,target_type,evaluation_category,feature_family_group,dataset_group,dedup_key,selection_score,selection_reason,review_priority,review_set
ADNI_BASELINE_FS8_CORTICAL_VOLUME_MMSE_b901c0adbb_composite_main,ADNI_BASELINE_FS8_CORTICAL_VOLUME_MMSE_b901c0adbb,composite,mmse_association,ADNI_baseline,pooled,fs8_cortical_volume,volume,freesurfer8,cortical_regions,mmse,age; sex; education; icv,1272,68,,,,,,,,higher,mean_abs_t,12.705931821071252,,,,,"Higher MMSE is associated with higher cortical regional volume in temporal, parietal, and insula regions, after adjustment for age, sex, education, icv.","Higher MMSE is associated with higher cortical regional volume in temporal, parietal, and insula regions, after adjustment for age, sex, education, icv.",True,supported,4,stable_and_transferable,fragile,True,True,0.9082337672252546,0.8322546707170053,0.0526315789473684,0.6666666666666666,strong,,0.392566854921748,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,True,stable,strong,stable_and_transferable,0.9082337672252546,0.0526315789473684,0.8235294117647058,,0.392566854921748,mmse,high_concordance_fragile_support,volume,ADNI_baseline,composite|mmse association|mmse|volume|nan|higher|higher mmse is associated with higher cortical regional volume in temporal parietal and insula regions after adjustment for age sex education icv,8,claim_level:composite,11,llm_extended
ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_AGE_fa1c14f686_composite_main,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_AGE_fa1c14f686,composite,age_association,ADNI_baseline,pooled,fs8_subcortical_volume,volume,freesurfer8,subcortical,age,sex; education; icv,1299,64,,,,,,,,lower,mean_abs_t,9.340244714564609,,,,,"Older age is associated with lower subcortical volume in 3rd-Ventricle, Left-Inf-Lat-Vent, Right-Inf-Lat-Vent, Left-Lateral-Ventricle, Right-Lateral-Ventricle, after adjustment for sex, education, icv.","Older age is associated with lower subcortical volume in 3rd-Ventricle, Left-Inf-Lat-Vent, Right-Inf-Lat-Vent, Left-Lateral-Ventricle, Right-Lateral-Ventricle, after adjustment for sex, education, icv.",True,supported,4,stable_and_transferable,insufficient,True,True,0.9496548550391168,0.9400711171573062,0.1764705882352941,0.6,strong,,0.8120652147517923,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,True,stable,strong,stable_and_transferable,0.9496548550391168,0.1764705882352941,1.0,,0.8120652147517923,age,high_concordance_fragile_support,volume,ADNI_baseline,composite|age association|age|volume|nan|lower|older age is associated with lower subcortical volume in 3rd ventricle left inf lat vent right inf lat vent left lateral ventricle right lateral ventricle after,8,claim_level:composite,12,llm_extended
ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_MMSE_6b265c44ab_composite_main,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_MMSE_6b265c44ab,composite,mmse_association,ADNI_baseline,pooled,fs8_subcortical_volume,volume,freesurfer8,subcortical,mmse,age; sex; education; icv,1272,64,,,,,,,,higher,mean_abs_t,8.311285954784774,,,,,"Higher MMSE is associated with higher subcortical volume in Left-Inf-Lat-Vent, Left-Hippocampus, Right-Inf-Lat-Vent, Right-Hippocampus, Right-Amygdala, after adjustment for age, sex, education, icv.","Higher MMSE is associated with higher subcortical volume in Left-Inf-Lat-Vent, Left-Hippocampus, Right-Inf-Lat-Vent, Right-Hippocampus, Right-Amygdala, after adjustment for age, sex, education, icv.",True,supported,4,stable_and_transferable,insufficient,True,True,0.9679705476300048,0.912030317690695,0.1764705882352941,0.8181818181818182,strong,,0.4980881652530853,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,True,stable,strong,stable_and_transferable,0.9679705476300048,0.1764705882352941,1.0,,0.4980881652530853,mmse,high_concordance_fragile_support,volume,ADNI_baseline,composite|mmse association|mmse|volume|nan|higher|higher mmse is associated with higher subcortical volume in left inf lat vent left hippocampus right inf lat vent right hippocampus right amygdala after adjustm,8,claim_level:composite,13,llm_extended
OASIS1_BASELINE_FS8_SUBCORTICAL_VOLUME_AGE_4afe8f975c_composite_main,OASIS1_BASELINE_FS8_SUBCORTICAL_VOLUME_AGE_4afe8f975c,composite,age_association,OASIS1_baseline,pooled,fs8_subcortical_volume,volume,freesurfer8,subcortical,age,sex; education,235,64,,,,,,,,lower,mean_abs_t,8.68491555554147,,,,,"Older age is associated with lower subcortical volume in 3rd-Ventricle, CC_Mid_Anterior, Left-Hippocampus, CSF, CC_Mid_Posterior, after adjustment for sex, education.","Older age is associated with lower subcortical volume in 3rd-Ventricle, CC_Mid_Anterior, Left-Hippocampus, CSF, CC_Mid_Posterior, after adjustment for sex, education.",True,supported,2,stable_and_transferable,insufficient,True,False,0.905418480890179,0.905418480890179,0.6666666666666666,0.6666666666666666,strong,,0.8120652147517923,E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,False,stable,strong,stable_and_transferable,0.905418480890179,0.6666666666666666,1.0,,0.8120652147517923,age,stable_and_transferable,volume,OASIS1_baseline,composite|age association|age|volume|nan|lower|older age is associated with lower subcortical volume in 3rd ventricle cc mid anterior left hippocampus csf cc mid posterior after adjustment for sex education,8,claim_level:composite,14,llm_extended
AIBL_BASELINE_FS8_CORTICAL_VOLUME_AGE_afc8e85f81_composite_main,AIBL_BASELINE_FS8_CORTICAL_VOLUME_AGE_afc8e85f81,composite,age_association,AIBL_baseline,pooled,fs8_cortical_volume,volume,freesurfer8,cortical_regions,age,sex,1298,68,,,,,,,,lower,mean_abs_t,6.318493260531072,,,,,"Older age is associated with lower cortical regional volume in temporal, occipital, and frontal regions, after adjustment for sex.","Older age is associated with lower cortical regional volume in temporal, occipital, and frontal regions, after adjustment for sex.",True,supported,2,transferable_but_drifted,fragile,False,True,0.8999999999999998,0.6774687941367331,0.3333333333333333,0.6666666666666666,moderate,,0.2125863330376764,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,True,moderate,moderate,transferable_but_drifted,0.8999999999999998,0.3333333333333333,0.7,,0.2125863330376764,age,high_concordance_fragile_support,volume,AIBL_baseline,composite|age association|age|volume|nan|lower|older age is associated with lower cortical regional volume in temporal occipital and frontal regions after adjustment for sex,8,claim_level:composite,15,llm_extended
ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_MCI_33363e6dbd_composite_main,ADNI_BASELINE_FS8_CORTICAL_VOLUME_DX_CN_MCI_33363e6dbd,composite,diagnosis_contrast,ADNI_baseline,pooled,fs8_cortical_volume,volume,freesurfer8,cortical_regions,diagnosis_binary_mci_cn,age; sex; education; icv,997,68,,,,,,,,lower,mean_abs_t,5.155338966569458,,,,,"MCI is associated with lower cortical regional volume in temporal, parietal, and frontal regions compared with CN, after adjustment for age, sex, education, icv.","MCI is associated with lower cortical regional volume in temporal, parietal, and frontal regions compared with CN, after adjustment for age, sex, education, icv.",True,supported,3,fragile,insufficient,False,True,0.896351136964569,0.6528228423101882,0.0256410256410256,0.4814814814814814,weak,0.5672425947566304,,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,True,fragile,weak,fragile,0.896351136964569,0.0256410256410256,0.1875,0.5672425947566304,,diagnosis_or_cdr,high_concordance_fragile_support,volume,ADNI_baseline,composite|diagnosis contrast|diagnosis binary mci cn|volume|nan|lower|mci is associated with lower cortical regional volume in temporal parietal and frontal regions compared with cn after adjustment for age sex education icv,8,claim_level:composite,16,llm_extended
AIBL_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_AD_c7233d1166_atomic_roi_Right-Accumbens-area,AIBL_BASELINE_FS8_SUBCORTICAL_VOLUME_DX_CN_AD_c7233d1166,atomic_roi,diagnosis_contrast,AIBL_baseline,pooled,fs8_subcortical_volume,volume,freesurfer8,subcortical,diagnosis_binary_ad_cn,age; sex,1104,64,Right-Accumbens-area,RH,basal_ganglia,basal_ganglia,,,,lower,t,-10.345947403730314,-0.8290378048412259,-10.345947403730314,5.290975014471193e-24,3.762471121401738e-23,"AD is associated with lower Right-Accumbens-area subcortical volume compared with CN, after adjustment for age, sex.","AD is associated with lower Right-Accumbens-area subcortical volume compared with CN, after adjustment for age, sex.",True,supported,2,stable_and_transferable,insufficient,True,False,0.9809940174873448,0.9809940174873448,0.9047619047619048,0.9047619047619048,strong,0.8837495544091634,,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,False,stable,strong,stable_and_transferable,0.9809940174873448,0.9047619047619048,1.0,0.8837495544091634,,diagnosis_or_cdr,stable_and_transferable,volume,AIBL_baseline,atomic roi|diagnosis contrast|diagnosis binary ad cn|volume|right accumbens area|lower|ad is associated with lower right accumbens area subcortical volume compared with cn after adjustment for age sex,7,claim_level:atomic_roi,17,llm_extended
ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_7_DX_CN_AD_ddab764881_atomic_roi_RH_Default_Temp_2,ADNI_SPM_MATCHED_SPM_THICKNESS_SCHAEFER200_7_DX_CN_AD_ddab764881,atomic_roi,diagnosis_contrast,ADNI_SPM_MATCHED,pooled,spm_thickness_schaefer200_7,thickness,spm_cat12,schaefer200_7network,diagnosis_binary_ad_cn,age; sex; education,1554,202,RH_Default_Temp_2,RH,Default,temporal,Default,,temporal,lower,t,-24.095226654890787,-1.0633061851885688,-24.095226654890787,3.3073188256670113e-109,6.073440025315783e-108,"AD is associated with lower RH_Default_Temp_2 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.","AD is associated with lower RH_Default_Temp_2 Schaefer 200 7-network cortical thickness compared with CN, after adjustment for age, sex, education.",True,supported,2,stable_and_transferable,stable_not_transferable,True,False,1.0,0.9101529372112271,0.6,0.8,strong,0.8132431379398369,,E3_FS8_VS_SPM_THICKNESS_DRIFT,False,stable,strong,stable_and_transferable,1.0,0.6,1.0,0.8132431379398369,,diagnosis_or_cdr,stable_and_transferable,thickness,ADNI_SPM_MATCHED,atomic roi|diagnosis contrast|diagnosis binary ad cn|thickness|rh default temp 2|lower|ad is associated with lower rh default temp 2 schaefer 200 7 network cortical thickness compared with cn after adjustment for age sex education,7,claim_level:atomic_roi,18,llm_extended
ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_AGE_fa1c14f686_atomic_roi_CC_Mid_Posterior,ADNI_BASELINE_FS8_SUBCORTICAL_VOLUME_AGE_fa1c14f686,atomic_roi,age_association,ADNI_baseline,pooled,fs8_subcortical_volume,volume,freesurfer8,subcortical,age,sex; education; icv,1299,64,CC_Mid_Posterior,,corpus_callosum,corpus_callosum,,,,lower,t,-9.61840466294642,-0.2600683220118425,-9.61840466294642,3.3552213939255947e-21,1.9521288110112552e-20,"Older age is associated with lower CC_Mid_Posterior subcortical volume, after adjustment for sex, education, icv.","Older age is associated with lower CC_Mid_Posterior subcortical volume, after adjustment for sex, education, icv.",True,supported,4,stable_and_transferable,insufficient,True,True,0.9496548550391168,0.9400711171573062,0.1764705882352941,0.6,strong,,0.8120652147517923,E1_ADNI_TO_AIBL_VOLUME_TRANSFER; E2_ADNI_TO_OASIS_VOLUME_TRANSFER; E4_FS8_VS_FASTSURFER_VOLUME_DRIFT; E6_FS8_VOLUME_VS_THICKNESS_SENSITIVITY,True,stable,strong,stable_and_transferable,0.9496548550391168,0.1764705882352941,1.0,,0.8120652147517923,age,high_concordance_fragile_support,volume,ADNI_baseline,atomic roi|age association|age|volume|cc mid posterior|lower|older age is associated with lower cc mid posterior subcortical volume after adjustment for sex education icv,7,claim_level:atomic_roi,19,llm_extended
ADNI_SPM_MATCHED_FS8_SCHAEFER7_MMSE_198f984def_atomic_roi_LH_Default_Par_4,ADNI_SPM_MATCHED_FS8_SCHAEFER7_MMSE_198f984def,atomic_roi,mmse_association,ADNI_SPM_MATCHED,pooled,fs8_thickness_schaefer200_7,thickness,freesurfer8,schaefer200_7network,mmse,age; sex; education,2892,202,LH_Default_Par_4,LH,Default,unknown_subregion,Default,,unknown,higher,t,15.980424639835425,0.2883059649962805,15.980424639835425,3.7864774733182636e-55,9.560855620128616e-54,"Higher MMSE is associated with higher LH_Default_Par_4 Schaefer 200 7-network cortical thickness, after adjustment for age, sex, education.","Higher MMSE is associated with higher LH_Default_Par_4 Schaefer 200 7-network cortical thickness, after adjustment for age, sex, education.",True,supported,2,stable_and_transferable,stable_not_transferable,True,False,0.9642857142857144,0.9098905984635667,0.5384615384615384,0.7692307692307692,strong,,0.4319838449947505,E3_FS8_VS_SPM_THICKNESS_DRIFT,False,stable,strong,stable_and_transferable,0.9642857142857144,0.5384615384615384,1.0,,0.4319838449947505,mmse,stable_and_transferable,thickness,ADNI_SPM_MATCHED,atomic roi|mmse association|mmse|thickness|lh default par 4|higher|higher mmse is associated with higher lh default par 4 schaefer 200 7 network cortical thickness after adjustment for age sex education,7,claim_level:atomic_roi,20,llm_extended
